ID,-,000,2004,2005,analysts,bank,budget,business,chief,china,companies,company,country,deal,december,demand,dollar,economic,economy,europe,european,euros,expected,financial,firm,firms,foreign,government,group,growth,interest,investment,jobs,market,months,oil,people,president,prices,profits,quarter,rate,rates,rise,sales,shares,spending,stock,tax,three,time,told,uk,will,year,years,yukos,actor,album,award,awards,band,bbc,best,british,film,including,music,number,song,star,top,tv,won,bill,blair,blunkett,britain,brown,chancellor,election,general,howard,labour,law,leader,lord,minister,ministers,mps,party,plans,police,prime,public,report,secretary,spokesman,tony,tories,tory,work,arsenal,boss,chance,chelsea,club,coach,cup,don,england,final,football,france,game,games,goal,going,good,great,injury,ireland,league,liverpool,manager,match,minutes,olympic,play,players,race,season,second,side,sport,start,team,united,ve,wales,well,win,2,access,broadband,computer,content,data,digital,help,industry,internet,media,microsoft,mobile,net,news,online,phone,phones,search,security,service,services,site,sites,software,system,technology,users,video,web,website,class
596,0.492721,0,0,0,0,0,0,1.926505,0,0,0,0,1.615958,0,0,2.096411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,0,1.028656,0,0.569145,0.978911,0,0,2.406958,2.156723,2.125911,2.308773,0,1.547273,1.725218,0,0,1.660693,1.556047,0,0,2.13603,1.777887,1.465148,0,0,0,1.973252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848221,0,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,2.08685,0,0,0,0,0,0,0,1.919011,1.815364,1.957317,0,0,0,0,0,0,0,0,1.911598,0,2.349162,0,0,0,0,0,0,0,2.178052,0,1.49684,1.601666,0,0,0,0,0,0,0,0,2.308773,0,2.295817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246285,0,0,0,0,0,entertainment
597,0,0,0,0,0,0,0,0,1.771834,0,0,0,0,2.13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.178052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.406958,0,0,0,0,0,0,0,0,entertainment
598,0,0,0,0,0,0,0,0,0,0,0,1.371141,0,0,2.146299,0,0,0,0,0,0,0,0,0,1.354438,2.006265,0,1.130708,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,1.965238,0,0,0,0,0,0,0.860906,1.06682,0,0.28739,0,0,0,0,0,0,0,0,0,0,1.725218,0,0,0,0,0,0,0,0,0,0,1.854983,0,0,2.453705,0,1.926505,2.049874,0,1.759883,0,0,0,0,2.13603,0,1.889822,1.93408,0,0,0,0,1.783994,0,1.897005,2.222787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.601666,0,0,0,0,0,0,0,0,2.308773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
599,0,1.082249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130708,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214444,0.860906,0,0,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.854983,0,0,0,2.295817,0,0,2.246285,0,0,1.957317,2.576864,0,0,0,0,0,0,0,1.848221,0,0,0,1.897005,2.222787,2.08685,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,2.335436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.178052,2.486718,0,0,0,2.25834,0,0,2.363166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,politics
600,0.492721,0,0,0,0,0,0,0,0,0,1.573936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130708,0,0,0,0,2.363166,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06682,0,0.28739,0.569145,0,0,0,0,0,0,0,1.241953,0,0,0,0,0,0,0,0,2.13603,0,0,0,0,0,0,0,0,1.926505,0,0,1.759883,0,0,0,1.635485,0,0,0,1.93408,2.335436,0,0,0,1.783994,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115938,2.308773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
601,0,0,0,0,0,0,0,0,0,0,0,0,1.615958,2.13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,0,0,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.759883,0,0,0,0,0,0,1.889822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
602,0.492721,0,0,0,0,2.006265,2.557872,1.926505,0,0,0,0,0,0,0,0,0,1.965238,1.882713,0,0,0,1.919011,0,0,0,2.377458,1.130708,0,0,2.125911,0,0,0,0,0,0.777109,0,2.068115,0,0,2.200058,2.308773,1.965238,0,0,2.422193,0,2.596391,0,0,1.06682,0,0.28739,0,0,0,0,0,0,0,0,1.241953,0,1.725218,0,0,0,0,0,0,0,0,0,0,1.854983,0,1.973252,2.453705,2.295817,1.926505,2.049874,0,1.759883,0,0,0,1.635485,0,0,1.889822,0,0,1.997863,1.848221,0,1.783994,0,1.897005,0,0,0,0,0,0,0,0,0,0,2.08685,2.0321,0,0,0,0,0,0,1.919011,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
603,0,0,0,0,0,0,0,0,0,0,0,0,1.615958,2.13603,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28739,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.635485,0,0,0,0,0,1.997863,1.848221,2.321977,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.406958,0,0,0,0,0,0,0,0,politics
604,0.492721,1.082249,0,0,0,0,0,0,0,0,0,0,1.615958,0,0,0,0,0,0,0,0,0,1.919011,1.965238,0,0,0,1.130708,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06682,1.028656,0.28739,0,0,0,0,0,0,0,0,1.241953,0,0,0,0,0,0,0,0,0,0,0,0,1.854983,0,1.973252,0,0,1.926505,0,2.246285,1.759883,0,1.957317,2.576864,1.635485,2.13603,0,1.889822,0,0,1.997863,1.848221,0,0,0,1.897005,2.222787,2.08685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,2.557872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.486718,0,1.601666,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
605,0.492721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,1.965238,0,0,0,0,0,0,0,1.06682,0,0,0,0,0,0,0,0,0,0,0,0,1.725218,0,2.006265,0,1.556047,0,0,0,0,0,0,1.854983,0,0,0,0,1.926505,2.049874,0,1.759883,0,0,0,1.635485,0,2.188968,0,0,0,0,1.848221,0,1.783994,0,0,0,0,0,0,0,0,0,1.926505,0,0,0,0,0,0,0,0,0,0,0,0,1.957317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765832,0,2.178052,0,1.49684,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
606,0,0,0,0,0,0,0,0,1.771834,0,0,0,0,0,0,0,0,0,0,0,1.771834,0,0,0,0,0,2.377458,1.130708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422193,0,2.596391,1.214444,0,0,0,0,0,0,0,0,0,0,0,0,1.241953,0,0,0,2.006265,0,0,0,2.08685,0,0,0,0,0,0,0,0,0,1.926505,0,2.246285,1.759883,0,1.957317,0,1.635485,0,0,1.889822,0,0,1.997863,0,0,1.783994,1.981359,0,2.222787,2.08685,1.606397,0,2.006265,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,1.815364,1.957317,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808975,0,0,0,0,0,0,1.49684,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,1.130708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,0,1.028656,0.28739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.521383,0,0,0,0,0,0,0,0,0,2.270609,0,0,0,2.13603,0,1.889822,1.93408,0,0,1.848221,0,0,0,0,2.222787,0,0,0,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.006265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
608,0,0,0,0,0,0,0,0,0,0,0,0,1.615958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556047,0,0,0,1.777887,0,0,1.854983,0,0,0,0,1.926505,0,2.246285,1.759883,0,1.957317,0,1.635485,0,0,1.889822,1.93408,0,1.997863,1.848221,0,0,0,1.897005,0,2.08685,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.911598,0,0,0,0,1.808975,0,0,0,0,0,0,1.49684,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
609,0.492721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,0,1.028656,0,0,0,0,0,0,0,0,0,0,0,0,1.868709,0,0,0,0,0,0,0,0,0,1.854983,0,0,0,0,0,0,0,0,0,0,0,1.635485,0,0,0,0,0,1.997863,1.848221,0,0,1.981359,1.897005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.335436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
610,0.492721,0,0,2.058934,0,0,0,0,1.771834,0,0,0,1.615958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130708,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028656,0,0,0,0,0,0,0,0,0,1.241953,0,0,1.868709,2.006265,0,0,0,0,0,1.777887,0,0,1.854983,0,0,0,2.295817,1.926505,0,2.246285,1.759883,0,1.957317,0,1.635485,0,0,1.889822,0,0,1.997863,0,0,1.783994,0,1.897005,0,2.08685,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40226,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808975,0,0,0,0,0,0,0,1.601666,0,2.25834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
611,0,0,0,0,0,0,0,0,0,0,0,0,1.615958,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377458,1.130708,0,0,0,0,0,0,1.93408,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,1.214444,0.860906,1.06682,0,0.28739,0,0,0,0,0,0,0,0,1.241953,0,0,0,2.006265,0,0,0,0,0,0,0,2.521383,1.854983,0,0,0,0,0,0,2.246285,0,2.270609,0,0,0,2.13603,0,0,1.93408,0,0,0,2.321977,1.783994,1.981359,1.897005,2.222787,2.08685,0,0,0,0,0,0,0,0,2.08685,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,1.49684,0,0,0,0,0,0,0,0,0,0,2.006265,0,0,0,0,0,0,0,0,0,2.521383,0,0,0,0,0,0,0,0,0,0,0,politics
612,0,0,0,0,0,0,0,0,1.771834,0,0,0,1.615958,0,0,0,0,0,0,2.222787,0,0,0,0,0,0,2.377458,1.130708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028656,0.28739,0,0,0,0,0,0,0,0,0,0,1.725218,0,0,0,0,0,0,0,0,0,0,0,0,1.973252,0,0,0,2.049874,0,0,0,0,0,1.635485,0,0,0,1.93408,0,0,0,0,1.783994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
613,0,0,0,0,0,0,0,0,0,0,0,0,1.615958,0,0,0,0,1.965238,0,0,0,0,1.919011,0,0,0,0,1.130708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422193,0,0,0,0,0,0,0,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.188968,0,1.93408,0,0,0,2.321977,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765832,0,0,0,0,politics
614,0,0,0,0,0,2.006265,0,0,0,0,0,0,1.615958,2.13603,0,0,0,0,0,0,0,0,1.919011,0,0,0,2.377458,0,1.926505,0,2.125911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556047,0,0,0,0,0,0,0,0,1.973252,2.453705,2.295817,0,0,0,0,0,0,0,0,2.13603,0,0,0,0,0,0,0,1.783994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377458,1.130708,1.926505,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028656,0.28739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.973252,0,0,0,0,0,0,0,0,0,0,0,0,1.889822,0,0,0,1.848221,0,1.783994,0,0,2.222787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,politics
616,0.492721,0,0,0,0,0,0,0,1.771834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06682,0,0.28739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.270609,1.957317,0,1.635485,0,0,1.889822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08685,0,0,0,0,0,0,0,0,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
617,0.492721,0,0,0,0,0,0,0,1.771834,0,0,0,0,0,2.146299,0,0,0,0,0,0,0,1.919011,0,0,2.006265,0,1.130708,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,1.06682,0,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13603,0,0,0,1.854983,0,0,0,0,0,0,0,1.759883,0,0,0,0,2.13603,0,1.889822,1.93408,0,0,0,2.321977,0,0,1.897005,0,0,0,0,0,0,0,0,0,0,2.08685,2.0321,2.115938,0,0,0,0,0,0,1.815364,1.957317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,0,0,0,2.363166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.246285,0,0,0,0,0,politics
618,0.492721,0,0,0,0,0,2.557872,0,0,0,0,0,0,2.13603,0,0,0,1.965238,1.882713,0,0,0,0,0,0,0,0,1.130708,0,1.748134,0,0,0,0,1.93408,0,0,0,2.068115,0,0,0,0,0,0,0,2.422193,0,2.596391,0,0,1.06682,1.028656,0.28739,0.569145,0,0,0,0,0,0,0,1.241953,0,0,0,0,0,0,0,0,0,0,0,0,1.854983,0,1.973252,2.453705,2.295817,1.926505,2.049874,0,1.759883,0,0,0,1.635485,0,2.188968,0,1.93408,0,1.997863,1.848221,2.321977,0,0,1.897005,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,0,2.521383,2.0321,0,0,0,0,0,0,0,0,0,0,politics
619,0.492721,0,0,0,0,0,0,0,0,0,0,0,1.615958,0,0,0,0,1.965238,1.882713,0,1.771834,0,0,0,0,0,0,1.130708,0,0,0,0,0,0,0,0,0,0,0,0,0,2.200058,2.308773,1.965238,0,0,2.422193,0,2.596391,0,0.860906,0,1.028656,0.28739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13603,0,0,0,1.854983,0,0,0,0,1.926505,0,2.246285,1.759883,0,1.957317,0,1.635485,2.13603,2.188968,0,1.93408,0,1.997863,1.848221,0,1.783994,0,1.897005,2.222787,2.08685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919011,1.815364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01477,0,0,0,0,0,0,0,2.222787,0,0,0,2.246285,0,0,0,0,0,politics
620,0,0,0,0,0,0,0,1.926505,1.771834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130708,0,0,2.125911,2.049874,0,1.334911,0,0,0,0,0,0,2.200058,0,0,0,2.106105,0,0,0,0,0,0,0,1.028656,0,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.049874,0,0,0,0,0,1.635485,0,2.188968,0,1.93408,0,0,1.848221,2.321977,0,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.006265,0,0,0,0,0,1.889822,0,0,0,0,0,0,0,0,0,0,1.765832,0,0,0,0,politics
621,0,1.082249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222787,0,0,1.919011,0,0,0,0,1.130708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028656,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.854983,0,0,2.453705,2.295817,0,0,2.246285,0,0,1.957317,0,1.635485,0,0,0,1.93408,0,1.997863,0,0,0,0,1.897005,0,0,0,0,0,2.068115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.211329,0,0,0,0,0,0,0,0,0,2.25834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214444,0,0,1.028656,0.28739,0,0.978911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.759883,0,0,0,1.635485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.270609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
623,0.492721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.096411,0,0,0,0,0,0,0,0,0,0,0,1.130708,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,1.06682,0,0.28739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08685,2.13603,0,0,0,1.854983,0,0,0,0,0,0,0,0,0,0,0,1.635485,0,0,0,0,0,1.997863,0,2.321977,0,0,1.897005,0,0,0,0,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
624,0.492721,0,0,0,0,0,0,0,1.771834,0,0,0,1.615958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130708,0,0,0,0,0,0,1.93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06682,0,0.28739,0.569145,0,0,0,0,0,0,0,1.241953,1.547273,1.725218,0,0,0,1.556047,0,0,0,0,0,0,1.854983,0,0,0,0,0,0,2.246285,1.759883,0,1.957317,2.576864,1.635485,2.13603,0,1.889822,0,0,1.997863,1.848221,2.321977,1.783994,1.981359,1.897005,0,2.08685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25834,2.178052,0,1.49684,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,2.246285,0,0,0,0,0,politics
625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.096411,0,0,0,0,0,0,0,0,0,0,0,1.130708,0,0,0,0,0,0,0,0,0.777109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.860906,1.06682,0,0,0,0,0,0,0,0,0,0,1.241953,0,0,0,0,0,1.556047,0,0,0,0,0,0,0,2.887411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848221,0,1.783994,1.981359,0,2.222787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.981359,0,0,0,0,0,0,0,0,0,0,2.246285,0,0,0,0,0,politics
626,0.492721,0,0,2.058934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222787,0,0,0,0,0,0,2.377458,1.130708,0,0,0,0,2.363166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028656,0.28739,0.569145,0.978911,0,0,0,0,0,0,0,0,1.725218,0,2.006265,0,0,0,0,0,0,0,0,0,0,0,0,2.295817,0,2.049874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.783994,0,0,0,0,1.606397,0,0,0,0,0,0,0,0,0,0,0,2.270609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,0,0,0,0,0,0,2.115938,0,0,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,politics
627,0.492721,1.082249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.130708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28739,0.569145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13603,0,0,0,0,0,0,0,0,0,0,0,1.759883,0,0,0,0,0,0,0,0,2.335436,0,0,0,1.783994,0,0,2.222787,0,0,0,0,0,0,0,0,0,0,2.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
